brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,ID,proc
ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Casual,15.6,1,No,Yes,82990,104990,20,4.4,262,31,173,173
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,32,0,Casual,15.6,1,No,Yes,54990,78990,30,4.4,474,65,174,174
Lenovo,IdeaPad,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,85990,125890,31,4.4,77,10,175,175
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,42990,56776,24,4.3,17,2,176,176
Lenovo,Legion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,99990,153490,34,4.4,11,3,177,177
ASUS,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Gaming,15.6,0,No,No,98990,136990,27,4.5,445,56,178,178
ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,71990,90990,20,4.5,144,16,179,179
ASUS,ASUS,Intel,Pentium Quad,Missing,8,LPDDR4X,256,0,Windows,64,0,Casual,13.3,1,Yes,No,62990,78990,20,0.0,0,0,180,180
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,64190,85391,24,0.0,0,0,181,181
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,32,0,Casual,15.6,0,No,No,48990,60959,19,4.6,17,1,182,182
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,62450,74990,16,4.4,172,36,183,183
DELL,Core,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,70090,89395,21,4.0,5,1,184,184
acer,Aspire,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,49990,65999,24,0.0,0,0,185,185
lenovo,Yoga,Intel,i7,Missing,,,0,0,Missing,32,0,Casual,0,0,No,No,102990,139890,26,4.6,79,14,186,186
ASUS,Ryzen,AMD,Ryzen 3,Missing,4,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,33690,37990,11,4.2,170,26,187,187
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,42990,43126,0,4.1,62,7,188,188
acer,Travelmate,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64,0,Casual,14,0,No,No,40990,60000,31,4.2,38,2,189,189
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,64990,85990,24,4.7,10,1,190,190
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,14,1,Yes,No,49990,68658,27,4.2,24,5,191,191
realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,60999,69999,12,4.4,3470,505,192,192
HP,15s,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,39490,40957,3,4.2,7291,895,193,193
ASUS,Core,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,ThinNlight,15.6,1,No,No,49990,64990,23,4.1,45,3,194,194
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,Yes,59990,93690,35,4.3,52,4,195,195
HP,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,41490,51748,19,4.2,153,21,196,196
APPLE,MacBook,Apple,M1 Processor,Missing,8,DDR4,1024,0,Mac,64,0,Casual,13.3,1,No,No,149990,163900,8,4.8,640,70,197,197
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,1024,0,Mac,64,0,Casual,13.3,1,No,No,169990,183900,7,4.8,640,70,198,198
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,41990,49613,15,4.4,649,84,199,199
acer,Predator,Intel,Core i9,11th,32,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,No,169990,199999,15,0.0,0,0,200,200
ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,Yes,60190,78990,23,4.4,33,4,201,201
MSI,Core,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,40990,55990,26,4.4,118,17,202,202
MSI,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,55490,66990,17,3.9,8,1,203,203
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,44490,58286,23,4.3,8,2,204,204
HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,13.3,0,Yes,No,97990,114749,14,5.0,3,1,205,205
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,41990,55990,25,0.0,0,0,206,206
Lenovo,IdeaPad,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,No,54990,79690,30,4.5,245,34,207,207
DELL,Vostro,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,0,No,No,42190,44780,5,3.9,250,21,208,208
acer,Predator,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,No,139990,179999,22,0.0,0,0,209,209
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,Yes,199990,259990,23,4.7,9,2,210,210
DELL,Vostro,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,Yes,39490,54517,27,4.0,1917,189,211,211
Lenovo,Ideapad,AMD,APU Dual,Missing,4,DDR4,0,0,Windows,64,0,Casual,0,0,No,No,19590,21325,8,3.6,1894,256,212,212
ASUS,APU,AMD,Quad,Missing,,,0,0,Missing,32,0,Casual,0,0,No,No,19990,23390,14,4.0,2887,476,213,213
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,128990,137900,6,4.7,45,4,214,214
ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,44990,46390,3,4.4,2058,305,215,215
HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,41250,46602,11,4.1,117,11,216,216
HP,Pentium,Intel,Pentium Quad,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,32990,36865,10,4.1,77,9,217,217
APPLE,2021,Apple,M1 Pro,Missing,16,Unified,1024,0,Mac,64,0,Casual,14.2,1,No,No,225990,239900,5,4.8,42,8,218,218
HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,44990,52900,14,0.0,0,0,219,219
APPLE,2021,Apple,M1 Pro,Missing,16,Unified,512,0,Mac,64,0,Casual,14.2,1,No,No,184990,194900,5,4.8,42,8,220,220
ASUS,Vivobook,Intel,Core i5,9th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,54990,76990,28,4.4,1681,227,221,221
APPLE,2021,Apple,M1 Pro,Missing,16,Unified,1024,0,Mac,64,0,Casual,16.2,1,No,No,243990,259900,6,4.8,42,8,222,222
APPLE,2021,Apple,M1 Pro,Missing,16,Unified,512,0,Mac,64,0,Casual,16.2,1,No,No,225990,239900,5,4.8,42,8,223,223
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15,1,No,Yes,59990,115167,47,4.3,37,2,224,224
DELL,Vostro,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,41490,55448,25,4.3,1753,165,225,225
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14.96,0,No,No,41990,57670,27,4.2,216,21,226,226
ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,42990,57990,25,4.7,74,11,227,227
ASUS,Vivobook,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,54490,77990,30,4.3,343,47,228,228
APPLE,2021,Apple,M1 Max,Missing,32,Unified,1024,0,Mac,64,0,Casual,16.2,1,No,No,309990,329900,6,5.0,3,1,229,229
Lenovo,Legion,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64,4,Casual,15.6,1,No,Yes,60990,86690,29,4.3,131,17,230,230
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,53990,79890,32,4.2,61,2,231,231
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,66999,79445,15,4.4,17,1,232,232
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,0,Gaming,15.6,1,No,Yes,63990,85290,24,4.5,861,116,233,233
Infinix,X1,Intel,Core i7,10th,16,LPDDR4X,512,0,Windows,64,8,Casual,14,0,No,No,54990,69999,21,4.3,57,14,234,234
DELL,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,No,60790,78307,22,4.4,10,1,235,235
ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,71990,90990,20,4.5,1810,235,236,236
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.1,724,92,237,237
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,4,Casual,15.6,0,No,No,114990,162990,29,4.6,28,4,238,238
Lenovo,Lenovo,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,99990,138490,27,4.6,26,1,239,239
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,58990,73990,20,4.4,324,34,240,240
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,0,0,Missing,32,0,Casual,0,0,No,No,24990,30990,19,4.2,502,93,241,241
Lenovo,Thinkpad,AMD,Ryzen 5,Missing,8,DDR4,512,0,Missing,64,0,ThinNlight,14,0,No,No,57490,78400,26,4.2,18,4,242,242
acer,Intel,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,60990,89999,32,4.4,17,1,243,243
DELL,Inspiron,Intel,Core i5,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14.9,1,No,Yes,55790,60078,7,4.2,41,4,244,244
acer,Aspire,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,No,46990,56999,17,3.8,253,28,245,245
ASUS,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,79990,129990,38,0.0,0,0,246,246
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,64990,85990,24,4.3,328,51,247,247
HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,45650,55202,17,4.1,39,4,248,248
Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,41990,57290,26,4.4,1084,160,249,249
HP,15s,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,43690,48933,10,4.1,4999,490,250,250
ASUS,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Gaming,17.3,1,No,Yes,77990,115990,32,4.4,202,26,251,251
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,0,0,Missing,32,0,Casual,0,0,No,No,21490,25990,17,3.9,818,113,252,252
ASUS,Core,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,ThinNlight,17.3,0,No,No,58990,85990,31,4.8,6,1,253,253
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,Yes,129990,187990,30,4.3,204,35,254,254
ASUS,Core,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,47990,62990,23,4.3,1625,152,255,255
APPLE,2020,Apple,M1 Processor,Missing,8,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,No,85990,92900,7,4.7,6725,629,256,256
DELL,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,93990,123540,23,0.0,0,0,257,257
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,57999,70419,17,4.5,86,15,258,258
HP,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,ThinNlight,14,1,No,Yes,59999,81684,26,4.0,4,1,259,259
ASUS,Vivobook,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,66990,97990,31,4.2,25,4,260,260
ASUS,VivoBook,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,77990,96990,19,4.3,21,5,261,261
DELL,G15,Intel,Core i5,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,79990,103102,22,0.0,0,0,262,262
ASUS,VivoBook,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,56990,80990,29,4.8,4,1,263,263
Lenovo,IdeaPad,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,79990,118890,32,4.0,5,2,264,264
DELL,Vostro,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,41990,49826,15,3.9,29,7,265,265
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,72990,87717,16,4.7,16,4,266,266
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,No,63990,74990,14,0.0,0,0,267,267
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,63990,77327,17,4.7,17,1,268,268
Infinix,INBook,Intel,Core i3,10th,8,LPDDR4X,256,0,Windows,64,0,ThinNlight,14,0,No,No,32990,49999,34,4.3,1221,265,269,269
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,0,0,Missing,32,0,Casual,0,0,No,No,23990,29990,20,4.1,974,170,270,270
ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64,4,Casual,15.6,1,No,No,77990,149990,48,4.5,187,26,271,271
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,No,Yes,65990,89992,26,4.4,104,18,272,272
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,59990,80990,25,0.0,0,0,273,273
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,45490,60046,24,4.2,43,4,274,274
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,55990,89790,37,0.0,0,0,275,275
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,59990,80990,25,0.0,0,0,276,276
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,44990,58990,23,0.0,0,0,277,277
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,63990,75023,14,4.7,3,0,278,278
ASUS,ASUS,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,82990,107990,23,4.6,1067,145,279,279
ASUS,ROG,AMD,Ryzen 9,Missing,16,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,114990,175990,34,4.3,32,6,280,280
ASUS,Vivobook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,35990,48990,26,3.8,17,0,281,281
HP,Envy,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,98020,0,0,0.0,0,0,282,282
DELL,Vostro,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,69490,92552,24,0.0,0,0,283,283
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,38490,51990,25,3.8,19,3,284,284
acer,Predator,Intel,Core,Missing,,,0,0,Missing,32,0,Casual,0,0,No,No,99990,149999,33,4.5,1336,186,285,285
ASUS,EeeBook,Intel,Celeron Dual,Missing,4,DDR4,0,0,Windows,64,0,Casual,0,0,No,No,22990,27990,17,0.0,0,0,286,286
APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64,0,Casual,13,1,No,No,179990,194900,7,4.7,31,3,287,287
HP,Chromebook,MediaTek,MediaTek Kompanio,Missing,4,DDR4,0,0,Missing,32,0,Casual,0,0,No,No,22990,26663,13,3.8,4623,553,288,288
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,89390,109353,18,0.0,0,0,289,289
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,74990,86990,13,0.0,0,0,290,290
DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,54990,80284,31,3.8,353,28,291,291
acer,Nitro,AMD,5,Missing,,,0,0,Missing,32,6,Casual,0,0,No,No,93700,139000,32,4.5,259,47,292,292
DELL,3000,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,43800,55506,21,4.2,17,0,293,293
HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,93190,118776,21,5.0,4,0,294,294
Lenovo,Core,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,ThinNlight,15,1,No,Yes,38990,51544,24,4.4,106,13,295,295
APPLE,2021,Apple,M1 Pro,Missing,16,Unified,1024,0,Mac,64,0,Casual,14.2,1,No,No,225990,239900,5,4.8,42,8,296,296
acer,Aspire,AMD,Ryzen 3,Missing,4,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,34990,42999,18,0.0,0,0,297,297
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,3,Yes,Yes,64990,151557,57,4.0,48,12,298,298
Lenovo,Legion,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,66490,93690,29,4.4,282,36,299,299
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,40590,50132,19,0.0,0,0,300,300
HP,Pavilion,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,No,Yes,71990,87717,17,4.3,127,20,301,301
HP,HP,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,Yes,Yes,92990,112671,17,0.0,0,0,302,302
DELL,Vostro,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,Yes,48990,70286,30,3.6,470,46,303,303
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,89702,0,0,0.0,0,0,304,304
Lenovo,ThinkPad,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,44990,59239,24,4.1,42,4,305,305
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,13.3,1,No,Yes,94990,122990,22,0.0,0,0,306,306
Lenovo,Thinkbook,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,14,3,Yes,Yes,84990,109696,22,4.5,13,2,307,307
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,63990,74839,14,4.2,90,13,308,308
Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,70990,104890,32,4.2,67,4,309,309
Lenovo,IdeaPad,Intel,Core i3,10th,4,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,36490,53790,32,0.0,0,0,310,310
ASUS,Pentium,Intel,Pentium Quad,Missing,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,25990,40108,35,3.7,4741,658,311,311
HP,x360,Intel,Core i5,11th,8,DDR4,256,0,Missing,64,0,Casual,14,1,No,No,65390,76436,14,0.0,0,0,312,312
ASUS,Pentium,Intel,Pentium Quad,Missing,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,25990,30990,16,3.8,2736,350,313,313
Infinix,INBook,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,14,0,No,No,42490,59999,29,4.1,383,65,314,314
HP,Envy,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,Yes,144690,173453,16,4.2,17,4,315,315
Lenovo,Core,Intel,Core i3,10th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,38990,55890,30,0.0,0,0,316,316
DELL,3511,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,No,69900,87320,19,0.0,0,0,317,317
Lenovo,IdeaPad,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,42990,63790,32,4.4,984,99,318,318
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,Yes,65990,99290,33,4.2,241,19,319,319
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,34990,40990,14,3.7,4203,490,320,320
ASUS,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,Yes,49890,69990,28,4.7,6,1,321,321
MSI,GE76,Intel,i7,Missing,,,0,0,Missing,32,6,Casual,0,0,No,No,291190,330990,12,4.6,7,3,322,322
ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,17.3,1,Yes,Yes,58990,85990,31,0.0,0,0,323,323
Lenovo,Core,Intel,Core i3,10th,8,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,38970,56590,31,0.0,0,0,324,324
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,57500,86720,33,0.0,0,0,325,325
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,38900,51990,25,3.9,13,0,326,326
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,49990,66161,24,4.4,47,7,327,327
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,0,No,No,99990,128990,22,0.0,0,0,328,328
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,Yes,79990,97946,18,4.6,23,2,329,329
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,59490,65566,9,0.0,0,0,330,330
ASUS,Asus,Intel,Pentium Quad,Missing,4,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,30780,36990,16,0.0,0,0,331,331
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,84190,109566,23,0.0,0,0,332,332
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,14,0,No,No,56541,61990,8,4.4,677,87,333,333
ASUS,Core,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,17.3,0,No,No,59990,82990,27,3.3,3,0,334,334
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,0,No,No,37390,50149,25,4.2,38,5,335,335
APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64,0,Casual,13,1,No,No,179990,194900,7,4.8,91,5,336,336
MSI,Core,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,57990,78990,26,4.4,15,0,337,337
Lenovo,ThinkBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,13,1,No,Yes,64990,120708,46,4.4,46,4,338,338
ASUS,Zenbook,AMD,Ryzen 7,Missing,16,LPDDR4X,1024,0,Windows,64,0,Casual,14,0,Yes,No,112990,140990,19,0.0,0,0,339,339
HP,Envy,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,73999,88840,16,4.6,206,27,340,340
DELL,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,61290,73774,16,3.0,4,1,341,341
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,0,0,Missing,32,0,Casual,0,0,No,No,20490,24990,18,3.9,637,91,342,342
HP,Envy,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,102990,114751,10,4.7,11,2,343,343
Lenovo,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,54990,66470,17,4.2,9,1,344,344
ALIENWARE,Core,NVIDIA,GeForce GTX,Missing,15.6,Full,0,0,Missing,32,6,Casual,0,0,No,No,199990,223322,10,4.9,12,0,345,345
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,39990,55534,27,3.8,15,1,346,346
Lenovo,ThinkBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,13,1,No,Yes,59990,112608,46,4.4,26,4,347,347
MSI,Delta,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,0,Casual,15.6,0,No,No,146990,188990,22,0.0,0,0,348,348
ASUS,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,32,6,Casual,15.6,1,No,No,84990,129990,34,5.0,5,0,349,349
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,14,1,No,No,49990,72990,31,3.9,22,2,350,350
